track_n,slice_n,x,y
43,2,1.055,-5.276
43,3,7.386,-8.441
43,4,7.386,-7.386
43,5,3.165,-7.386
43,6,2.11,-13.717
43,7,2.11,-18.993
43,8,1.055,-13.717
43,9,-2.11,-12.662
43,10,-3.165,-15.827
43,11,-3.165,-15.827
43,12,-3.165,-11.607
43,13,-3.165,-10.552
43,14,0,-10.552
43,15,-1.055,-7.386
43,16,-1.055,-7.386
43,17,-1.055,-7.386
43,18,-1.055,-7.386
43,19,-1.055,-7.386
43,20,-3.165,-7.386
43,21,-3.165,-7.386
43,22,-3.165,-6.331
43,23,-3.165,-6.331
43,24,-3.165,-6.331
43,25,-3.165,-6.331
43,26,-3.165,-6.331
43,27,-2.11,-6.331
43,28,1.055,-1.055
43,29,1.055,-1.055
43,30,2.11,0
43,31,5.276,1.055
43,32,5.276,1.055
43,33,5.276,1.055
43,34,5.276,1.055
43,35,5.276,-2.111
43,36,5.276,-2.111
43,37,3.165,-4.221
44,1,0,0
44,2,0,-1.055
44,3,1.055,-1.055
44,4,3.166,3.166
44,5,7.386,4.221
44,6,7.386,7.386
44,7,2.11,3.166
44,8,5.276,7.386
44,9,3.166,7.386
44,10,2.11,8.441
44,11,-1.055,7.386
44,12,-2.11,7.386
44,13,-2.11,7.386
44,14,-2.11,7.386
44,15,-2.11,8.441
44,16,-2.11,8.441
44,17,-2.11,8.441
44,18,2.11,9.496
44,19,6.331,13.717
44,20,10.551,16.882
44,21,12.662,23.213
44,22,12.662,23.213
44,23,12.662,23.213
44,24,12.662,23.213
44,25,12.662,23.213
44,26,12.662,23.213
44,27,13.717,24.268
44,28,13.717,24.268
44,29,13.717,24.268
44,30,13.717,24.268
44,31,13.717,26.378
44,32,13.717,26.378
44,33,13.717,26.378
44,34,13.717,26.378
44,35,13.717,26.378
44,36,13.717,26.378
44,37,12.662,27.434
45,1,0,0
45,2,4.221,0
45,3,4.221,3.166
45,4,4.221,3.166
45,5,7.386,7.386
45,6,7.386,7.386
45,7,9.496,7.386
45,8,9.496,6.331
45,9,9.496,6.331
45,10,10.551,4.221
45,11,13.717,3.166
45,12,16.882,3.166
45,13,17.937,3.166
45,14,20.048,6.331
45,15,26.378,10.552
45,16,31.654,10.552
45,17,31.654,10.552
45,18,37.985,10.552
45,19,42.205,11.607
45,20,47.481,12.662
45,21,48.536,16.882
45,22,54.867,17.937
45,23,54.867,17.937
45,24,58.032,22.158
45,25,64.363,23.213
45,26,67.528,25.323
45,27,68.583,27.434
45,28,71.749,28.489
45,29,77.024,29.544
45,30,87.576,31.654
45,31,88.631,34.82
45,32,89.686,34.82
45,33,90.741,43.261
45,34,99.182,49.591
45,35,94.962,49.591
45,36,93.906,50.646
45,37,90.741,56.977
46,1,0,0
46,2,0,-5.276
46,3,2.11,-8.441
46,4,2.11,-12.662
46,5,2.11,-12.662
46,6,2.11,-8.441
46,7,2.11,-5.276
46,8,3.165,-5.276
46,9,8.441,-3.166
46,10,9.496,0
46,11,12.661,-6.331
46,12,12.661,-6.331
46,13,16.882,-10.551
46,14,10.551,-9.496
46,15,6.33,-9.496
46,16,6.33,-11.607
46,17,3.165,-5.276
46,18,2.11,-5.276
46,19,1.055,-2.11
46,20,-5.276,2.11
46,21,-5.276,2.11
46,22,-2.111,4.22
46,23,-2.111,4.22
46,24,-2.111,4.22
46,25,-1.056,-2.11
46,26,-1.056,-2.11
46,27,0,0
46,28,2.11,-2.11
46,29,2.11,-7.386
46,30,3.165,-10.551
46,31,3.165,-11.607
46,32,3.165,-11.607
46,33,11.606,-11.607
46,34,11.606,-11.607
46,35,11.606,-11.607
46,36,11.606,-9.496
46,37,12.661,-5.276
47,1,0,0
47,2,0,-4.22
47,3,-4.22,-10.551
47,4,-5.275,-10.551
47,5,-9.496,-12.661
47,6,-9.496,-18.992
47,7,-9.496,-23.213
47,8,-14.772,-21.102
47,9,-16.882,-21.102
47,10,-17.937,-23.213
47,11,-17.937,-23.213
47,12,-17.937,-22.157
47,13,-17.937,-21.102
47,14,-12.661,-18.992
47,15,-12.661,-20.047
47,16,-9.496,-22.157
47,17,-9.496,-22.157
47,18,-6.331,-25.323
47,19,-6.331,-29.543
47,20,-6.331,-31.654
47,21,-6.331,-32.709
47,22,-3.165,-36.929
47,23,-2.11,-36.929
47,24,-1.055,-36.929
47,25,-3.165,-34.819
47,26,-3.165,-34.819
47,27,-3.165,-32.709
47,28,-3.165,-29.543
47,29,-3.165,-29.543
47,30,3.166,-31.654
47,31,3.166,-31.654
47,32,6.331,-35.874
47,33,6.331,-35.874
47,34,7.386,-36.929
47,35,11.607,-40.095
47,36,11.607,-40.095
47,37,10.551,-41.15
48,1,0,0
48,2,3.165,-8.441
48,3,2.11,-10.551
48,4,8.441,-15.827
48,5,9.496,-15.827
48,6,11.606,-21.103
48,7,8.441,-22.158
48,8,2.11,-21.103
48,9,-2.111,-17.937
48,10,-2.111,-13.717
48,11,-2.111,-13.717
48,12,-1.055,-13.717
48,13,-1.055,-13.717
48,14,-1.055,-13.717
48,15,1.055,-13.717
48,16,1.055,-13.717
48,17,1.055,-13.717
48,18,1.055,-13.717
48,19,1.055,-9.496
48,20,1.055,-2.11
48,21,3.165,4.22
48,22,10.551,3.165
48,23,8.441,7.386
48,24,8.441,7.386
48,25,7.386,12.661
48,26,9.496,22.158
48,27,10.551,33.764
48,28,10.551,39.04
48,29,7.386,39.04
48,30,7.386,48.536
48,31,7.386,48.536
48,32,7.386,48.536
48,33,7.386,48.536
48,34,4.22,53.811
48,35,4.22,55.922
48,36,7.386,67.528
48,37,9.496,66.473
49,1,0,0
49,2,6.331,-5.275
49,3,14.772,-7.386
49,4,14.772,-3.165
49,5,14.772,3.166
49,6,13.717,0
49,7,10.552,-7.386
49,8,5.276,-7.386
49,9,5.276,-1.055
49,10,5.276,4.221
49,11,5.276,4.221
49,12,6.331,4.221
49,13,6.331,4.221
49,14,6.331,4.221
49,15,6.331,6.331
49,16,3.166,9.496
49,17,0,12.662
49,18,0,14.772
49,19,4.221,15.827
49,20,5.276,14.772
49,21,10.552,11.607
49,22,10.552,11.607
49,23,10.552,11.607
49,24,10.552,11.607
49,25,12.662,10.552
49,26,16.882,12.662
49,27,17.938,18.993
49,28,20.048,22.158
49,29,20.048,22.158
49,30,20.048,22.158
49,31,20.048,22.158
49,32,18.993,23.213
49,33,17.938,23.213
49,34,14.772,26.378
49,35,11.607,26.378
49,36,9.497,28.489
49,37,4.221,28.489
50,1,0,0
50,2,0,-6.331
50,3,-3.165,-15.827
50,4,-10.551,-15.827
50,5,-10.551,-15.827
50,6,-12.661,-25.323
50,7,-14.771,-25.323
50,8,-14.771,-26.378
50,9,-14.771,-26.378
50,10,-16.882,-26.378
50,11,-16.882,-26.378
50,12,-20.047,-22.158
50,13,-20.047,-22.158
50,14,-23.212,-18.993
50,15,-22.157,-20.048
50,16,-26.378,-16.882
50,17,-24.268,-13.717
50,18,-24.268,-9.496
50,19,-20.047,-11.607
50,20,-24.268,-11.607
50,21,-20.047,-5.276
50,22,-22.157,-12.662
50,23,-23.212,-12.662
50,24,-26.378,-16.882
50,25,-32.709,-20.048
50,26,-35.874,-12.662
50,27,-36.929,-12.662
50,28,-35.874,-14.772
50,29,-41.15,-14.772
50,30,-45.37,-14.772
50,31,-45.37,-14.772
50,32,-45.37,-14.772
50,33,-43.26,-15.827
50,34,-43.26,-17.937
50,35,-45.37,-22.158
50,36,-45.37,-22.158
50,37,-41.15,-20.048
